ddb id,taxon name,qualifier,authority,vernacular,canonical
2cd4p9h.xs5,Orobanche reticulata,,Wallr.,Thistle Broomrape,Orobanche reticulata
2cd4p9h.kyd,Orontium aquaticum,,L.,golden-club,Orontium aquaticum
2cd4p9h.1w4,Orthilia secunda,,(L.) House,Serrated Wintergreen,Orthilia secunda
2cd4p9h.e3g,Oryzopsis miliacea,,(L.) Benth. & Hook.f. ex Asch. & Schweinf.,Smilo-grass,Oryzopsis miliacea
2cd4p9h.29a,Oscularia deltoides,,(L.) Schwantes,Deltoid-leaved Dewplant,Oscularia deltoides
2cd4p9h.v4b,Osmunda regalis,,L.,Royal Fern,Osmunda regalis
2cd4p9h.hsf,Osteospermum jucundum,,(E.Phillips) Norl.,Osteospermum,Osteospermum jucundum
2cd4p9h.cba,Oxalis acetosella,,L.,Wood-sorrel,Oxalis acetosella
2cd4p9h.5fg,Oxalis articulata,,Savigny,Pink-sorrel,Oxalis articulata
2cd4p9h.cbd,Oxalis corniculata,,L.,Procumbent Yellow-sorrel,Oxalis corniculata
2cd4p9h.60f,Oxalis debilis,,Kunth,Large-flowered Pink-sorrel,Oxalis debilis
2cd4p9h.hxs,Oxalis decaphylla,,Kunth,Ten-leaved Pink-sorrel,Oxalis decaphylla
2cd4p9h.r21,Oxalis dillenii,,Jacq.,Sussex Yellow-sorrel,Oxalis dillenii
2cd4p9h.fvf,Oxalis exilis,,A.Cunn.,Least Yellow-sorrel,Oxalis exilis
2cd4p9h.pdp,Oxalis incarnata,,L.,Pale Pink-sorrel,Oxalis incarnata
2cd4p9h.60v,Oxalis latifolia,,Kunth,Garden Pink-sorrel,Oxalis latifolia
2cd4p9h.map,Oxalis megalorrhiza,,Jacq.,Fleshy Yellow-sorrel,Oxalis megalorrhiza
2cd4p9h.60y,Oxalis pes-caprae,,L.,Bermuda-buttercup,Oxalis pes-caprae
2cd4p9h.e3w,Oxalis rosea,,Jacq.,Annual Pink-sorrel,Oxalis rosea
2cd4p9h.92d,Oxalis stricta,,L.,Upright Yellow-sorrel,Oxalis stricta
2cd4p9h.60x,Oxalis tetraphylla,,Cav.,Four-leaved Pink-sorrel,Oxalis tetraphylla
2cd4p9h.wa1,Oxalis valdiviensis,,Barnéoud,Chilean Yellow-sorrel,Oxalis valdiviensis
2cd4p9h.xse,Oxyria digyna,,(L.) Hill,Mountain Sorrel,Oxyria digyna
2cd4p9h.5fm,Oxytropis campestris,,(L.) DC.,Yellow Oxytropis,Oxytropis campestris
2cd4p9h.xsh,Oxytropis halleri,,Bunge ex W.D.J.Koch,Purple Oxytropis,Oxytropis halleri
2cd4p9h.7b39kc,Pachyphragma macrophyllum,,(Hoffm.) N.Busch,,Pachyphragma macrophyllum
2cd4p9h.6fc,Pachysandra terminalis,,Siebold & Zucc.,Carpet Box,Pachysandra terminalis
2cd4p9h.epf,Paeonia lactiflora,,Pall.,Chinese Peony,Paeonia lactiflora
2cd4p9h.cbg,Paeonia mascula,,(L.) Mill.,Peony,Paeonia mascula
2cd4p9h.d9k,Paeonia officinalis,,L.,Garden Peony,Paeonia officinalis
2cd4p9h.2yd,Pancratium maritimum,,L.,Sea Daffodil,Pancratium maritimum
2cd4p9h.bgz,Panicum capillare,,L.,Witch-grass,Panicum capillare
2cd4p9h.a8c,Panicum miliaceum,,L.,Common Millet,Panicum miliaceum
2cd4p9h.ww7,Panicum schinzii,,Hack. ex Schinz,Transvaal Millet,Panicum schinzii
2cd4p9h.cbw,Papaver argemone,,L.,Prickly Poppy,Papaver argemone
2cd4p9h.vpq,Papaver atlanticum,,(Ball) Coss.,Atlas Poppy,Papaver atlanticum
2cd4p9h.851n9z,Papaver dubium,s.l.,,,Papaver dubium
2cd4p9h.vq1,Papaver dubium subsp. dubium,,L.,Long-headed Poppy,Papaver dubium subsp. dubium
2cd4p9h.wbc,Papaver dubium x rhoeas = P. x hungaricum,,Borbás,,Papaver x hungaricum
2cd4p9h.yz9,Papaver hybridum,,L.,Rough Poppy,Papaver hybridum
2cd4p9h.6y7526,Papaver lecoqii,,Lamotte,,Papaver lecoqii
2cd4p9h.dvq,Papaver pseudoorientale,,(Fedde) Medw.,Oriental Poppy,Papaver pseudoorientale
2cd4p9h.yzc,Papaver rhoeas,,L.,Common Poppy,Papaver rhoeas
2cd4p9h.yzf,Papaver somniferum,,L.,Opium Poppy,Papaver somniferum
2cd4p9h.92g,Parapholis incurva,,(L.) C.E.Hubb.,Curved Hard-grass,Parapholis incurva
2cd4p9h.5fs,Parapholis strigosa,,(Dumort.) C.E.Hubb.,Hard-grass,Parapholis strigosa
2cd4p9h.5g3,Parentucellia viscosa,,(L.) Caruel,Yellow Bartsia,Parentucellia viscosa
2cd4p9h.vq4,Parietaria judaica,,L.,Pellitory-of-the-wall,Parietaria judaica
2cd4p9h.2yw,Parietaria officinalis,,L.,Eastern Pellitory-of-the-wall,Parietaria officinalis
2cd4p9h.fvy,Paris quadrifolia,,L.,Herb-paris,Paris quadrifolia
2cd4p9h.cc0,Parnassia palustris,,L.,Grass-of-Parnassus,Parnassia palustris
2cd4p9h.h6m,Parthenocissus inserta,,(A.Kern.) Fritsch,False Virginia-creeper,Parthenocissus inserta
2cd4p9h.n0d,Parthenocissus quinquefolia,,(L.) Planch.,Virginia-creeper,Parthenocissus quinquefolia
2cd4p9h.85k,Parthenocissus tricuspidata,,(Siebold & Zucc.) Planch.,Boston-ivy,Parthenocissus tricuspidata
2cd4p9h.h6s,Paspalum distichum,,L.,Water Finger-grass,Paspalum distichum
2cd4p9h.6xf,Passiflora caerulea,,L.,Blue Passionflower,Passiflora caerulea
2cd4p9h.xsn,Pastinaca sativa,,L.,Wild Parsnip,Pastinaca sativa
2cd4p9h.3r9,Paulownia tomentosa,,(Thunb.) Steud.,Foxglove-tree,Paulownia tomentosa
2cd4p9h.ccc,Pedicularis palustris,,L.,Marsh Lousewort,Pedicularis palustris
2cd4p9h.fw2,Pedicularis sylvatica,,L.,Lousewort,Pedicularis sylvatica
2cd4p9h.1k3,Pedicularis sylvatica subsp. hibernica,,D.A.Webb,,Pedicularis sylvatica subsp. hibernica
2cd4p9h.qfs,Pelargonium tomentosum,,Jacq.,Peppermint-scented Geranium,Pelargonium tomentosum
2cd4p9h.3hktcp,Peltaria alliacea,,Jacq.,Garlic Cress,Peltaria alliacea
2cd4p9h.ccv,Pentaglottis sempervirens,,(L.) Tausch ex L.H.Bailey,Green Alkanet,Pentaglottis sempervirens
2cd4p9h.3kd,Pericallis hybrida,,B.Nord.,Cineraria,Pericallis hybrida
2cd4p9h.r9r,Persicaria alpina,,(All.) H.Gross,Alpine Knotweed,Persicaria alpina
2cd4p9h.x2p,Persicaria alpina x weyrichii = P. x fennica,,(Reiersen) Stace,Finnish Knotweed,Persicaria x fennica
2cd4p9h.vqs,Persicaria amphibia,,(L.) Delarbre,Amphibious Bistort,Persicaria amphibia
2cd4p9h.g0b,Persicaria amplexicaulis,,(D.Don) Ronse Decr.,Red Bistort,Persicaria amplexicaulis
2cd4p9h.fkm,Persicaria bistorta,,(L.) Samp.,Common Bistort,Persicaria bistorta
2cd4p9h.w8z,Persicaria campanulata,,(Hook.f.) Ronse Decr.,Lesser Knotweed,Persicaria campanulata
2cd4p9h.qnk,Persicaria capitata,,(Buch.-Ham. ex D.Don) H.Gross,Pink-headed Persicaria,Persicaria capitata
2cd4p9h.5hh,Persicaria hydropiper,,(L.) Delarbre,Water-pepper,Persicaria hydropiper
2cd4p9h.g68,Persicaria hydropiper x lapathifolia = P. x figertii,,(Beck) Soják,,Persicaria x figertii
2cd4p9h.654,Persicaria hydropiper x maculosa = P. x intercedens,,(Beck) Soják,,Persicaria x intercedens
2cd4p9h.wcb,Persicaria hydropiper x minor = P. x subglandulosa,,(Borbás) Soják,,Persicaria x subglandulosa
2cd4p9h.ph0,Persicaria hydropiper x mitis = P. x hybrida,,(Chaub. ex St.-Amans) Soják,,Persicaria x hybrida
2cd4p9h.5hk,Persicaria lapathifolia,,(L.) Delarbre,Pale Persicaria,Persicaria lapathifolia
2cd4p9h.6y78gr,Persicaria lapathifolia,s.l.,,,Persicaria lapathifolia
2cd4p9h.651,Persicaria lapathifolia x maculosa = P. x pseudolapathum,,(Schur) D.H.Kent,,Persicaria x pseudolapathum
2cd4p9h.vr3,Persicaria maculosa,,Gray,Redshank,Persicaria maculosa
2cd4p9h.pgs,Persicaria maculosa x minor = P. x brauniana,,(F.W.Schultz) Soják,,Persicaria x brauniana
2cd4p9h.g65,Persicaria maculosa x mitis = P. x condensata,,(F.W.Schultz) Soják,,Persicaria x condensata
2cd4p9h.5ht,Persicaria minor,,(Huds.) Opiz,Small Water-pepper,Persicaria minor
2cd4p9h.9k7,Persicaria minor x mitis = P. x wilmsii,,(Beck) Soják,,Persicaria x wilmsii
2cd4p9h.fkp,Persicaria mitis,,(Schrank) Assenov,Tasteless Water-pepper,Persicaria mitis
2cd4p9h.x5s,Persicaria mollis,,(D.Don) H.Gross,Soft Knotweed,Persicaria mollis
2cd4p9h.an0,Persicaria nepalensis,,(Meisn.) H.Gross,Nepal Persicaria,Persicaria nepalensis
2cd4p9h.keb,Persicaria pensylvanica,,(L.) M.Gómez,Pinkweed,Persicaria pensylvanica
2cd4p9h.r8w,Persicaria sagittata,,(L.) H.Gross ex Nakai,American Tear-thumb,Persicaria sagittata
2cd4p9h.fks,Persicaria vivipara,,(L.) Ronse Decr.,Alpine Bistort,Persicaria vivipara
2cd4p9h.5v1,Persicaria wallichii,,Greuter & Burdet,Himalayan Knotweed,Persicaria wallichii
2cd4p9h.g35,Persicaria weyrichii,,(F.Schmidt) Ronse Decr.,Chinese Knotweed,Persicaria weyrichii
2cd4p9h.1k9,Petasites albus,,(L.) Gaertn.,White Butterbur,Petasites albus
2cd4p9h.ccr,Petasites fragrans,,(Vill.) C.Presl,Winter Heliotrope,Petasites fragrans
2cd4p9h.yzx,Petasites hybridus,,"(L.) P.Gaertn., B.Mey. & Scherb.",Butterbur,Petasites hybridus
2cd4p9h.92p,Petasites japonicus,,(Siebold & Zucc.) Maxim.,Giant Butterbur,Petasites japonicus
2cd4p9h.8ra,Petrorhagia nanteuilii,,(Burnat) P.W.Ball & Heywood,Childing Pink,Petrorhagia nanteuilii
2cd4p9h.c63,Petrorhagia prolifera,,(L.) P.W.Ball & Heywood,Proliferous Pink,Petrorhagia prolifera
2cd4p9h.q76,Petrorhagia saxifraga,,(L.) Link,Tunicflower,Petrorhagia saxifraga
2cd4p9h.92s,Petroselinum crispum,,(Mill.) Nyman ex A.W.Hill,Garden Parsley,Petroselinum crispum
2cd4p9h.5g9,Petroselinum segetum,,(L.) W.D.J.Koch,Corn Parsley,Petroselinum segetum
2cd4p9h.qwf,Petunia axillaris x integrifolia = P. x hybrida,,(Hook.) Vilm.,Petunia,Petunia x hybrida
2cd4p9h.1kf,Peucedanum officinale,,L.,Hog's Fennel,Peucedanum officinale
2cd4p9h.gxn,Phacelia tanacetifolia,,Benth.,Phacelia,Phacelia tanacetifolia
2cd4p9h.mce,Phalaris aquatica,,L.,Bulbous Canary-grass,Phalaris aquatica
2cd4p9h.5gc,Phalaris arundinacea,,L.,Reed Canary-grass,Phalaris arundinacea
2cd4p9h.9mk,Phalaris brachystachys,,Link,Confused Canary-grass,Phalaris brachystachys
2cd4p9h.933,Phalaris canariensis,,L.,Canary-grass,Phalaris canariensis
2cd4p9h.ccz,Phalaris minor,,Retz.,Lesser Canary-grass,Phalaris minor
2cd4p9h.yzr,Phalaris paradoxa,,L.,Awned Canary-grass,Phalaris paradoxa
2cd4p9h.hf1,Phaseolus coccineus,,L.,Runner Bean,Phaseolus coccineus
2cd4p9h.hf4,Phaseolus vulgaris,,L.,French Bean,Phaseolus vulgaris
2cd4p9h.x7e,Phegopteris connectilis,,(Michx.) Watt,Beech Fern,Phegopteris connectilis
2cd4p9h.cd2,Philadelphus coronarius,,L.,Mock-orange,Philadelphus coronarius
2cd4p9h.aqknkg,Philadelphus group 'Lemoinei Group',,,Hairy Mock-orange,Philadelphus group 'Lemoinei Group'
2cd4p9h.851na3,Philadelphus group 'Virginalis Group',,,Double Mock-orange,Philadelphus group 'Virginalis Group'
2cd4p9h.936,Phleum alpinum,,L.,Alpine Cat's-tail,Phleum alpinum
2cd4p9h.xst,Phleum arenarium,,L.,Sand Cat's-tail,Phleum arenarium
2cd4p9h.fw8,Phleum bertolonii,,DC.,Smaller Cat's-tail,Phleum bertolonii
2cd4p9h.1kx,Phleum phleoides,,(L.) H.Karst.,Purple-stem Cat's-tail,Phleum phleoides
2cd4p9h.fwb,Phleum pratense,s.s.,L.,Timothy,Phleum pratense
2cd4p9h.28h,Phleum pratense,s.l.,,,Phleum pratense
2cd4p9h.bar,Phlomis fruticosa,,L.,Jerusalem Sage,Phlomis fruticosa
2cd4p9h.7ct,Phlomis russeliana,,(Sims) Benth.,Turkish Sage,Phlomis russeliana
2cd4p9h.3rc,Phlox paniculata,,L.,Phlox,Phlox paniculata
2cd4p9h.q9d,Phoenix dactylifera,,L.,Date Palm,Phoenix dactylifera
2cd4p9h.qg0,Phormium cookianum,,Le Jol.,Lesser New Zealand Flax,Phormium cookianum
2cd4p9h.w6q,Phormium tenax,,J.R.Forst. & G.Forst.,New Zealand Flax,Phormium tenax
2cd4p9h.ngf,Photinia davidiana,,(Decne.) Cardot,Stranvaesia,Photinia davidiana
2cd4p9h.fwh,Phragmites australis,,(Cav.) Trin. ex Steud.,Common Reed,Phragmites australis
2cd4p9h.h76,Phuopsis stylosa,,(Trin.) Benth. & Hook.f. ex B.D.Jacks.,Caucasian Crosswort,Phuopsis stylosa
2cd4p9h.3kw,Phygelius capensis,,E.Mey. ex Benth.,Cape Figwort,Phygelius capensis
2cd4p9h.y15,Phyllodoce caerulea,,(L.) Bab.,Blue Heath,Phyllodoce caerulea
2cd4p9h.ht5,Phymatosorus diversifolius,,(Willd.) Pic.Serm.,Kangaroo Fern,Phymatosorus diversifolius
2cd4p9h.6y3,Physalis alkekengi,,L.,Japanese-lantern,Physalis alkekengi
2cd4p9h.ea9,Physalis ixocarpa,,Brot. ex Hornem.,Tomatillo,Physalis ixocarpa
2cd4p9h.qnn,Physalis peruviana,,L.,Cape-gooseberry,Physalis peruviana
2cd4p9h.kkk,Physalis philadelphica,,Lam.,Large-flowered Tomatillo,Physalis philadelphica
2cd4p9h.q7c,Physocarpus opulifolius,,(L.) Maxim.,Ninebark,Physocarpus opulifolius
2cd4p9h.t7,Physospermum cornubiense,,(L.) DC.,Bladderseed,Physospermum cornubiense
2cd4p9h.5gv,Phyteuma orbiculare,,L.,Round-headed Rampion,Phyteuma orbiculare
2cd4p9h.e3m,Phyteuma scheuchzeri,,All.,Oxford Rampion,Phyteuma scheuchzeri
2cd4p9h.7p7,Phyteuma spicatum,,L.,Spiked Rampion,Phyteuma spicatum
2cd4p9h.684,Phytolacca acinosa,,Roxb.,Indian Pokeweed,Phytolacca acinosa
2cd4p9h.d9n,Phytolacca polyandra,,Batalin,Chinese Pokeweed,Phytolacca polyandra
2cd4p9h.1kr,Picea abies,,(L.) H.Karst.,Norway Spruce,Picea abies
2cd4p9h.qnq,Picea engelmannii,,Engelm.,Engelmann Spruce,Picea engelmannii
2cd4p9h.7vq,Picea glauca,,(Moench) Voss,White Spruce,Picea glauca
2cd4p9h.pcq,Picea omorika,,(Pančić) Purk.,Serbian Spruce,Picea omorika
2cd4p9h.dbf,Picea pungens,,Engelm.,Colorado Spruce,Picea pungens
2cd4p9h.cqp,Picea sitchensis,,(Bong.) Carrière,Sitka Spruce,Picea sitchensis
2cd4p9h.vqd,Picris hieracioides,,L.,Hawkweed Oxtongue,Picris hieracioides
2cd4p9h.k1f,Pilosella aurantiaca,,(L.) F.W.Schultz & Sch.Bip.,Fox-and-cubs,Pilosella aurantiaca
2cd4p9h.2vg,Pilosella aurantiaca subsp. carpathicola,,(Nägeli & Peter) Soják,dearg Searbh,Pilosella aurantiaca subsp. carpathicola
2cd4p9h.g7a,Pilosella aurantiaca subsp. carpathicola x officinarum = P. x stoloniflora,,(Waldst. & Kit.) F.W.Schultz & Sch.Bip.,,Pilosella x stoloniflora
2cd4p9h.d4d,Pilosella caespitosa,,(Dumort.) P.D.Sell & C.West,Yellow Fox-and-cubs,Pilosella caespitosa
2cd4p9h.gdd,Pilosella caespitosa x lactucella = P. x floribunda,,(Wimm. & Grab.) Arv.-Touv.,Irish Fox-and-cubs,Pilosella x floribunda
2cd4p9h.gb3,Pilosella flagellaris subsp. bicapitata,,P.D.Sell & C.West,Shetland Mouse-Ear-Hawkweed,Pilosella flagellaris subsp. bicapitata
2cd4p9h.mvt,Pilosella flagellaris subsp. flagellaris,,(Willd.) P.D.Sell & C.West,Spreading Mouse-ear-hawkweed,Pilosella flagellaris subsp. flagellaris
2cd4p9h.8p6,Pilosella officinarum,,F.W.Schultz & Sch.Bip.,Mouse-ear-hawkweed,Pilosella officinarum
2cd4p9h.d1s,Pilosella officinarum x peleteriana = P. x longisquama,,(Peter) Holub,,Pilosella x longisquama
2cd4p9h.mwp,Pilosella peleteriana,,(Mérat) F.W.Schultz & Sch.Bip.,Shaggy Mouse-ear-hawkweed,Pilosella peleteriana
2cd4p9h.pm7,Pilosella praealta,,(Vill. ex Gochnat) F.W.Schultz & Sch.Bip.,Tall Mouse-ear-hawkweed,Pilosella praealta
2cd4p9h.whf,Pilosella praealta subsp. praealta,,(Vill. ex Gochnat) F.W.Schultz & Sch.Bip.,,Pilosella praealta subsp. praealta
2cd4p9h.9np,Pilosella praealta subsp. thaumasia,,(Peter) P.D.Sell,,Pilosella praealta subsp. thaumasia
2cd4p9h.v4h,Pilularia globulifera,,L.,Pillwort,Pilularia globulifera
2cd4p9h.vqg,Pimpinella major,,(L.) Huds.,Greater Burnet-saxifrage,Pimpinella major
2cd4p9h.1x2,Pimpinella saxifraga,,L.,Burnet-saxifrage,Pimpinella saxifraga
2cd4p9h.4am,Pinguicula alpina,,L.,Alpine Butterwort,Pinguicula alpina
2cd4p9h.441,Pinguicula grandiflora,,Lam.,Large-flowered Butterwort,Pinguicula grandiflora
2cd4p9h.7pd,Pinguicula grandiflora x vulgaris = P. x scullyi,,Druce,Hybrid Butterwort,Pinguicula x scullyi
2cd4p9h.yzz,Pinguicula lusitanica,,L.,Pale Butterwort,Pinguicula lusitanica
2cd4p9h.p02,Pinguicula vulgaris,,L.,Common Butterwort,Pinguicula vulgaris
2cd4p9h.m9b,Pinus contorta,,Douglas ex Loudon,Lodgepole Pine,Pinus contorta
2cd4p9h.2hb,Pinus mugo,,Turra,Dwarf Mountain-pine,Pinus mugo
2cd4p9h.vqw,Pinus nigra,,J.F.Arnold,Black Pine,Pinus nigra
2cd4p9h.w8r,Pinus peuce,,Griseb.,Macedonian Pine,Pinus peuce
2cd4p9h.1x8,Pinus pinaster,,Aiton,Maritime Pine,Pinus pinaster
2cd4p9h.2he,Pinus ponderosa,,Douglas ex Lawson & C.Lawson,Western Yellow-pine,Pinus ponderosa
2cd4p9h.w8y,Pinus radiata,,D.Don,Monterey Pine,Pinus radiata
2cd4p9h.29w,Pinus strobus,,L.,Weymouth Pine,Pinus strobus
2cd4p9h.fwn,Pinus sylvestris,,L.,Scots Pine,Pinus sylvestris
2cd4p9h.pws,Pinus wallichiana,,A.B.Jacks.,Bhutan Pine,Pinus wallichiana
2cd4p9h.n31,Pistia stratiotes,,L.,Water-lettuce,Pistia stratiotes
2cd4p9h.n0a,Pisum sativum,,L.,Garden Pea,Pisum sativum
2cd4p9h.n0m,Pittosporum crassifolium,,Banks & Sol. ex A.Cunn.,Karo,Pittosporum crassifolium
2cd4p9h.keh,Pittosporum tenuifolium,,Gaertn.,Kohuhu,Pittosporum tenuifolium
2cd4p9h.ken,Plagiobothrys scouleri,,(Hook. & Arn.) I.M.Johnst.,White Forget-me-not,Plagiobothrys scouleri
2cd4p9h.hf7,Plantago afra,,L.,Glandular Plantain,Plantago afra
2cd4p9h.r42,Plantago arenaria,,Waldst. & Kit.,Branched Plantain,Plantago arenaria
2cd4p9h.p05,Plantago coronopus,,L.,Buck's-horn Plantain,Plantago coronopus
2cd4p9h.1xk,Plantago lanceolata,,L.,Ribwort Plantain,Plantago lanceolata
2cd4p9h.p08,Plantago major,,L.,Greater Plantain,Plantago major
2cd4p9h.fwq,Plantago major subsp. intermedia,,(Gilib.) Lange,,Plantago major subsp. intermedia
2cd4p9h.fwt,Plantago maritima,,L.,Sea Plantain,Plantago maritima
2cd4p9h.vqm,Plantago media,,L.,Hoary Plantain,Plantago media
2cd4p9h.93f,Platanthera bifolia,,(L.) Rich.,Lesser Butterfly-orchid,Platanthera bifolia
2cd4p9h.h79,Platanthera bifolia x chlorantha = P. x hybrida,,Brügger,Butterfly-Orchid,Platanthera x hybrida
2cd4p9h.95yz63,Platanthera bifolia x Dactylorhiza maculata = X Dactylanthera chevallieriana,,(E.G.Camus) J.M.H.Shaw,,X Dactylanthera chevallieriana
2cd4p9h.95yz5n,Platanthera bifolia x Gymnadenia borealis,,,,Platanthera bifolia x Gymnadenia borealis
2cd4p9h.5gr,Platanthera chlorantha,,(Custer) Rchb.,Greater Butterfly-orchid,Platanthera chlorantha
2cd4p9h.g2y,Platanus occidentalis x orientalis = P. x hispanica,,Mill. ex Münchh.,London Plane,Platanus x hispanica
2cd4p9h.pz5,Platanus orientalis,,L.,Oriental Plane,Platanus orientalis
2cd4p9h.3hkzfa,Platycladus orientalis,,(L.) Franco,Chinese Thuja,Platycladus orientalis
2cd4p9h.3hkzfs,Plecostachys serpyllifolia,,(P.J.Bergius) Hilliard & B.L.Burtt,Cape Everlastingflower,Plecostachys serpyllifolia
2cd4p9h.6me,Pleioblastus chino,,(Franch. & Sav.) Makino,Maximowicz's Bamboo,Pleioblastus chino
2cd4p9h.30v,Pleioblastus pygmaeus,,(Miq.) Nakai,Dwarf Bamboo,Pleioblastus pygmaeus
2cd4p9h.6mh,Pleioblastus simonii,,(Carrière) Nakai,Simon's Bamboo,Pleioblastus simonii
2cd4p9h.5gz,Poa alpina,,L.,Alpine Meadow-grass,Poa alpina
2cd4p9h.ce4,Poa alpina x flexuosa = P. x jemtlandica,,(Almq.) K.Richt.,Swedish Meadow-grass,Poa x jemtlandica
2cd4p9h.fk4,Poa angustifolia,,L.,Narrow-leaved Meadow-grass,Poa angustifolia
2cd4p9h.xt1,Poa annua,,L.,Annual Meadow-grass,Poa annua
2cd4p9h.qrg,Poa annua x infirma,,,,Poa annua x infirma
2cd4p9h.p0b,Poa bulbosa,,L.,Bulbous Meadow-grass,Poa bulbosa
2cd4p9h.cdt,Poa chaixii,,Vill.,Broad-leaved Meadow-grass,Poa chaixii
2cd4p9h.ce1,Poa compressa,,L.,Flattened Meadow-grass,Poa compressa
2cd4p9h.38m,Poa flabellata,,(Lam.) Raspail,Tussac-grass,Poa flabellata
2cd4p9h.fk1,Poa flexuosa,,Sm.,Wavy Meadow-grass,Poa flexuosa
2cd4p9h.p0e,Poa glauca,,Vahl,Glaucous Meadow-grass,Poa glauca
2cd4p9h.93y,Poa humilis,,Ehrh. ex Hoffm.,Spreading Meadow-grass,Poa humilis
2cd4p9h.93v,Poa infirma,,Kunth,Early Meadow-grass,Poa infirma
2cd4p9h.xt4,Poa nemoralis,,L.,Wood Meadow-grass,Poa nemoralis
2cd4p9h.ce7,Poa palustris,,L.,Swamp Meadow-grass,Poa palustris
2cd4p9h.93x,Poa pratensis,s.l.,,,Poa pratensis
2cd4p9h.p0h,Poa pratensis,s.s.,L.,Smooth Meadow-grass,Poa pratensis
2cd4p9h.xt7,Poa trivialis,,L.,Rough Meadow-grass,Poa trivialis
2cd4p9h.1xq,Polemonium caeruleum,,L.,Jacob's-ladder,Polemonium caeruleum
2cd4p9h.5h5,Polycarpon tetraphyllum,,(L.) L.,Four-leaved Allseed,Polycarpon tetraphyllum
2cd4p9h.fk7,Polygala amarella,,Crantz,Dwarf Milkwort,Polygala amarella
2cd4p9h.xta,Polygala calcarea,,F.W.Schultz,Chalk Milkwort,Polygala calcarea
2cd4p9h.fka,Polygala serpyllifolia,,Hosé,Heath Milkwort,Polygala serpyllifolia
2cd4p9h.93r,Polygala vulgaris,,L.,Common Milkwort,Polygala vulgaris
2cd4p9h.7d1,Polygala vulgaris x amarella,,,,Polygala vulgaris x amarella
2cd4p9h.2d0,Polygala vulgaris x calcarea,,,,Polygala vulgaris x calcarea
2cd4p9h.p0k,Polygonatum multiflorum,,(L.) All.,Solomon's-seal,Polygonatum multiflorum
2cd4p9h.vqp,Polygonatum multiflorum x odoratum = P. x hybridum,,Brügger,Garden Solomon's-seal,Polygonatum x hybridum
2cd4p9h.942,Polygonatum odoratum,,(Mill.) Druce,Angular Solomon's-seal,Polygonatum odoratum
2cd4p9h.fkw,Polygonatum verticillatum,,(L.) All.,Whorled Solomon's-seal,Polygonatum verticillatum
2cd4p9h.r9y,Polygonum arenarium,,Waldst. & Kit.,Lesser Red-knotgrass,Polygonum arenarium
2cd4p9h.xtd,Polygonum arenastrum,,Boreau,Equal-leaved Knotgrass,Polygonum arenastrum
2cd4p9h.ceg,Polygonum aviculare,agg.,,,Polygonum aviculare
2cd4p9h.cew,Polygonum aviculare,s.s.,L.,Knotgrass,Polygonum aviculare
2cd4p9h.5s6,Polygonum boreale,,(Lange) Small,Northern Knotgrass,Polygonum boreale
2cd4p9h.m9n,Polygonum cognatum,,Meisn.,Indian Knotgrass,Polygonum cognatum
2cd4p9h.5hq,Polygonum maritimum,,L.,Sea Knotgrass,Polygonum maritimum
2cd4p9h.vr6,Polygonum oxyspermum,,C.A.Mey. & Bunge,Ray's Knotgrass,Polygonum oxyspermum
2cd4p9h.erw,Polygonum patulum,,M.Bieb.,Red-knotgrass,Polygonum patulum
2cd4p9h.cep,Polygonum rurivagum,,Jord. ex Boreau,Cornfield Knotgrass,Polygonum rurivagum
2cd4p9h.y9y,Polypodium cambricum,,L.,Southern Polypody,Polypodium cambricum
2cd4p9h.4x8,Polypodium cambricum x interjectum = P. x shivasiae,,Rothm.,Polypody,Polypodium x shivasiae
2cd4p9h.cr,Polypodium cambricum x vulgare = P. x font-queri,,Rothm.,Polypody,Polypodium x font-queri
2cd4p9h.4kc,Polypodium interjectum,,Shivas,Intermediate Polypody,Polypodium interjectum
2cd4p9h.cz,Polypodium interjectum x vulgare = P. x mantoniae,,Rothm. & U.Schneid.,Polypody,Polypodium x mantoniae
2cd4p9h.v4k,Polypodium vulgare,s.l.,,,Polypodium vulgare
2cd4p9h.bvd,Polypodium vulgare,s.s.,L.,Polypody,Polypodium vulgare
2cd4p9h.ces,Polypogon monspeliensis,,(L.) Desf.,Annual Beard-grass,Polypogon monspeliensis
2cd4p9h.eee,Polypogon viridis,,(Gouan) Breistr.,Water Bent,Polypogon viridis
2cd4p9h.esv,Polystichum aculeatum,,(L.) Roth,Hard Shield-fern,Polystichum aculeatum
2cd4p9h.x81,Polystichum aculeatum x lonchitis = P. x illyricum,,(Borbás) Hahne,,Polystichum x illyricum
2cd4p9h.v57,Polystichum aculeatum x setiferum = P. x bicknellii,,(H.Christ) Hahne,,Polystichum x bicknellii
2cd4p9h.esx,Polystichum lonchitis,,(L.) Roth,Holly-fern,Polystichum lonchitis
2cd4p9h.bwc,Polystichum lonchitis x setiferum = P. x lonchitiforme,,(Halácsy) Bech.,,Polystichum x lonchitiforme
2cd4p9h.x0z,Polystichum munitum,,(Kaulf.) C.Presl,Western Sword-fern,Polystichum munitum
2cd4p9h.d5,Polystichum munitum x setiferum = P. x lesliei,,Rumsey & Acock,,Polystichum x lesliei
2cd4p9h.x72,Polystichum setiferum,,(Forssk.) T.Moore ex Woyn.,Soft Shield-fern,Polystichum setiferum
2cd4p9h.pwg,Pontederia cordata,,L.,Pickerelweed,Pontederia cordata
