ddb id,taxon name,qualifier,authority,vernacular,canonical
2cd4p9h.ke2,Malva alcea,,L.,Greater Musk-mallow,Malva alcea
2cd4p9h.6y5b4a,Malva arborea,,(L.) Webb & Berthel.,Tree-mallow,Malva arborea
2cd4p9h.1fb,Malva moschata,,L.,Musk-mallow,Malva moschata
2cd4p9h.yrc,Malva neglecta,,Wallr.,Dwarf Mallow,Malva neglecta
2cd4p9h.qrm,Malva neglecta x sylvestris = M. x decipiens,,Chatenier ex Rouy,,Malva x decipiens
2cd4p9h.g32,Malva nicaeensis,,All.,French Mallow,Malva nicaeensis
2cd4p9h.84gq6s,Malva olbia x thuringiaca = M. x clementii,,(Cheek) Stace,Garden Tree-mallow,Malva x clementii
2cd4p9h.c8d,Malva parviflora,,L.,Least Mallow,Malva parviflora
2cd4p9h.83ng2t,Malva pseudolavatera,,Webb & Berthel.,Smaller Tree-mallow,Malva pseudolavatera
2cd4p9h.yrf,Malva pusilla,,Sm.,Small Mallow,Malva pusilla
2cd4p9h.7q816f,Malva setigera,,Schimp. & Spenn.,,Malva setigera
2cd4p9h.yrv,Malva sylvestris,,L.,Common Mallow,Malva sylvestris
2cd4p9h.84gq4t,Malva trimestris,,(L.) Salisb.,Royal Mallow,Malva trimestris
2cd4p9h.hys,Malva verticillata,,L.,Chinese Mallow,Malva verticillata
2cd4p9h.vmq,Marrubium vulgare,,L.,White Horehound,Marrubium vulgare
2cd4p9h.7mxsvz,Matricaria chamomilla,,L.,,Matricaria chamomilla
2cd4p9h.5cm,Matricaria discoidea,,DC.,Pineappleweed,Matricaria discoidea
2cd4p9h.bw3,Matteuccia struthiopteris,,(L.) Tod.,Ostrich Fern,Matteuccia struthiopteris
2cd4p9h.xpn,Matthiola incana,,(L.) W.T.Aiton,Hoary Stock,Matthiola incana
2cd4p9h.31b,Matthiola longipetala,,(Vent.) DC.,Night-scented Stock,Matthiola longipetala
2cd4p9h.xpq,Matthiola sinuata,,(L.) W.T.Aiton,Sea Stock,Matthiola sinuata
2cd4p9h.84gq5w,Mauranthemum paludosum,,(Poir.) Vogt & Oberpr.,Annual Marguerite,Mauranthemum paludosum
2cd4p9h.yrr,Meconopsis cambrica,,(L.) Vig.,Welsh Poppy,Meconopsis cambrica
2cd4p9h.8zw,Medicago arabica,,(L.) Huds.,Spotted Medick,Medicago arabica
2cd4p9h.he8,Medicago laciniata,,(L.) Mill.,Tattered Medick,Medicago laciniata
2cd4p9h.3hkr59,Medicago littoralis,,Rohde ex Loisel.,Shore Medick,Medicago littoralis
2cd4p9h.1fh,Medicago lupulina,,L.,Black Medick,Medicago lupulina
2cd4p9h.c8w,Medicago minima,,(L.) Bartal.,Bur Medick,Medicago minima
2cd4p9h.vmt,Medicago polymorpha,,L.,Toothed Medick,Medicago polymorpha
2cd4p9h.heb,Medicago praecox,,DC.,Early Medick,Medicago praecox
2cd4p9h.awd,Medicago sativa,,L.,Lucerne,Medicago sativa
2cd4p9h.fg2,Medicago sativa subsp. falcata,,(L.) Arcang.,Sickle Medick,Medicago sativa subsp. falcata
2cd4p9h.84gq86,Medicago sativa subsp. falcata x subsp. sativa = Medicago sativa nothosubsp. varia,,(Martyn) Arcang.,Sand Lucerne,Medicago sativa nothosubsp. varia
2cd4p9h.fg5,Medicago sativa subsp. sativa,,L.,Lucerne,Medicago sativa subsp. sativa
2cd4p9h.7ve,Medicago truncatula,,Gaertn.,Strong-spined Medick,Medicago truncatula
2cd4p9h.8zm,Melampyrum arvense,,L.,Field Cow-wheat,Melampyrum arvense
2cd4p9h.fg8,Melampyrum cristatum,,L.,Crested Cow-wheat,Melampyrum cristatum
2cd4p9h.yrz,Melampyrum pratense,,L.,Common Cow-wheat,Melampyrum pratense
2cd4p9h.5cp,Melampyrum sylvaticum,,L.,Small Cow-wheat,Melampyrum sylvaticum
2cd4p9h.ysb,Melica nutans,,L.,Mountain Melick,Melica nutans
2cd4p9h.c8p,Melica uniflora,,Retz.,Wood Melick,Melica uniflora
2cd4p9h.yse,Melilotus albus,,Medik.,White Melilot,Melilotus albus
2cd4p9h.1fn,Melilotus altissimus,,Thuill.,Tall Melilot,Melilotus altissimus
2cd4p9h.xq1,Melilotus indicus,,(L.) All.,Small Melilot,Melilotus indicus
2cd4p9h.8zp,Melilotus officinalis,,(L.) Pall.,Ribbed Melilot,Melilotus officinalis
2cd4p9h.3qp,Melilotus sulcatus,,Desf.,Furrowed Melilot,Melilotus sulcatus
2cd4p9h.5d0,Melissa officinalis,,L.,Balm,Melissa officinalis
2cd4p9h.c90,Melittis melissophyllum,,L.,Bastard Balm,Melittis melissophyllum
2cd4p9h.xq4,Mentha aquatica,,L.,Water Mint,Mentha aquatica
2cd4p9h.xq7,Mentha aquatica x arvensis = M. x verticillata,,L.,Whorled Mint,Mentha x verticillata
2cd4p9h.900,Mentha aquatica x arvensis x spicata = M. x smithiana,,R.A.Graham,Tall Mint,Mentha x smithiana
2cd4p9h.1ft,Mentha aquatica x spicata = M. x piperita,,L.,Peppermint,Mentha x piperita
2cd4p9h.x3y,Mentha aquatica x suaveolens = M. x suavis,,Guss.,,Mentha x suavis
2cd4p9h.5d3,Mentha arvensis,,L.,Corn Mint,Mentha arvensis
2cd4p9h.fgk,Mentha arvensis x spicata = M. x gracilis,,Sole,Bushy Mint,Mentha x gracilis
2cd4p9h.8zs,Mentha arvensis x suaveolens = M. x carinthiaca,,Host,,Mentha x carinthiaca
2cd4p9h.ctg,Mentha longifolia x spicata = M. x villosonervata,,Opiz,Sharp-toothed Mint,Mentha x villosonervata
2cd4p9h.9hp,Mentha longifolia x suaveolens = M. x rotundifolia,,(L.) Huds.,False Apple-mint,Mentha x rotundifolia
2cd4p9h.5d6,Mentha pulegium,,L.,Pennyroyal,Mentha pulegium
2cd4p9h.c93,Mentha requienii,,Benth.,Corsican Mint,Mentha requienii
2cd4p9h.vna,Mentha spicata,,L.,Spear Mint,Mentha spicata
2cd4p9h.fgh,Mentha spicata x suaveolens = M. x villosa,,Huds.,Apple-mint,Mentha x villosa
2cd4p9h.5d9,Mentha suaveolens,,Ehrh.,Round-leaved Mint,Mentha suaveolens
2cd4p9h.1g4,Menyanthes trifoliata,,L.,Bogbean,Menyanthes trifoliata
2cd4p9h.vnd,Mercurialis annua,,L.,Annual Mercury,Mercurialis annua
2cd4p9h.1ga,Mercurialis perennis,,L.,Dog's Mercury,Mercurialis perennis
2cd4p9h.906,Mertensia maritima,,(L.) Gray,Oysterplant,Mertensia maritima
2cd4p9h.vnw,Mespilus germanica,,L.,Medlar,Mespilus germanica
2cd4p9h.e9p,Metasequoia glyptostroboides,,Hu & W.C.Cheng,Dawn Redwood,Metasequoia glyptostroboides
2cd4p9h.xqw,Meum athamanticum,,Jacq.,Spignel,Meum athamanticum
2cd4p9h.c99,Mibora minima,,(L.) Desv.,Early Sand-grass,Mibora minima
2cd4p9h.7mm3bn,Microthlaspi perfoliatum,,(L.) F.K.Mey.,,Microthlaspi perfoliatum
2cd4p9h.ysk,Milium effusum,,L.,Wood Millet,Milium effusum
2cd4p9h.hzd,Milium vernale,,M.Bieb.,Early Millet,Milium vernale
2cd4p9h.909,Mimulus,,L.,,Mimulus
2cd4p9h.6mt,Mimulus cupreus x guttatus = M. x burnetii,,S.Arn.,Coppery Monkeyflower,Mimulus x burnetii
2cd4p9h.3wn,Mimulus cupreus x luteus = M. x maculosus,,T.Moore,Scottish Monkeyflower,Mimulus x maculosus
2cd4p9h.gx5,Mimulus guttatus,,DC.,Monkeyflower,Mimulus guttatus
2cd4p9h.dgw,Mimulus guttatus x luteus = M. x robertsii,,Silverside,Hybrid Monkeyflower,Mimulus x robertsii
2cd4p9h.6n1,Mimulus guttatus x luteus x cupreus = M. x polymaculus,ined.,Silverside,,Mimulus x polymaculus
2cd4p9h.vnm,Mimulus luteus,,L.,Blood-drop-emlets,Mimulus luteus
2cd4p9h.ysn,Mimulus moschatus,,Douglas ex Lindl.,Musk,Mimulus moschatus
2cd4p9h.c87dzr,Mimulus peregrinus,,Vall.-Marín,,Mimulus peregrinus
2cd4p9h.5dv,Minuartia hybrida,,(Vill.) Schischk.,Fine-leaved Sandwort,Minuartia hybrida
2cd4p9h.w71,Minuartia recurva,,(All.) Schinz & Thell.,Recurved Sandwort,Minuartia recurva
2cd4p9h.c9c,Minuartia rubella,,(Wahlenb.) Hiern,Mountain Sandwort,Minuartia rubella
2cd4p9h.f5d,Minuartia sedoides,,(L.) Hiern,Cyphel,Minuartia sedoides
2cd4p9h.90c,Minuartia stricta,,(Sw.) Hiern,Teesdale Sandwort,Minuartia stricta
2cd4p9h.1gg,Minuartia verna,,(L.) Hiern,Spring Sandwort,Minuartia verna
2cd4p9h.ea0,Mirabilis jalapa,,L.,Marvel-of-Peru,Mirabilis jalapa
2cd4p9h.wrh,Miscanthus sinensis,,Andersson,Chinese Silver-grass,Miscanthus sinensis
2cd4p9h.84w52m,Miscanthus sinensis x sacchariflorus = M. x giganteus,,J.M.Greef & Deuter ex Hodk. & Renvoize,Giant Silver-grass,Miscanthus x giganteus
2cd4p9h.ass,Misopates calycinum,,Rothm.,Pale Weasel's-snout,Misopates calycinum
2cd4p9h.bxg,Misopates orontium,,(L.) Raf.,Weasel's-snout,Misopates orontium
2cd4p9h.5dy,Moehringia trinervia,,(L.) Clairv.,Three-nerved Sandwort,Moehringia trinervia
2cd4p9h.1gm,Moenchia erecta,,"(L.) P.Gaertn., B.Mey. & Scherb.",Upright Chickweed,Moenchia erecta
2cd4p9h.fgn,Molinia caerulea,,(L.) Moench,Purple Moor-grass,Molinia caerulea
2cd4p9h.y2g,Moneses uniflora,,(L.) A.Gray,One-flowered Wintergreen,Moneses uniflora
2cd4p9h.yst,Montia fontana,,L.,Blinks,Montia fontana
2cd4p9h.vy0,Montia fontana subsp. amporitana,,Sennen,,Montia fontana subsp. amporitana
2cd4p9h.vns,Montia fontana subsp. chondrosperma,,(Fenzl) Walters,,Montia fontana subsp. chondrosperma
2cd4p9h.1h0,Montia fontana subsp. fontana,,L.,,Montia fontana subsp. fontana
2cd4p9h.c9y,Montia fontana subsp. variabilis,,Walters,,Montia fontana subsp. variabilis
2cd4p9h.7ck,Montia parvifolia,,(Moç.) Greene,Small-leaved Blinks,Montia parvifolia
2cd4p9h.e31,Morus nigra,,L.,Black Mulberry,Morus nigra
2cd4p9h.n0w,Muehlenbeckia complexa,,(A.Cunn.) Meisn.,Wireplant,Muehlenbeckia complexa
2cd4p9h.wz8,Muscari armeniacum,,Leichtlin ex Baker,Garden Grape-hyacinth,Muscari armeniacum
2cd4p9h.4ch,Muscari botryoides,,(L.) Mill.,Compact Grape-hyacinth,Muscari botryoides
2cd4p9h.fh4,Muscari comosum,,(L.) Mill.,Tassel Hyacinth,Muscari comosum
2cd4p9h.90x,Muscari neglectum,,Guss. ex Ten.,Grape-hyacinth,Muscari neglectum
2cd4p9h.mzn,Myagrum perfoliatum,,L.,Mitre Cress,Myagrum perfoliatum
2cd4p9h.xqs,Mycelis muralis,,(L.) Dumort.,Wall Lettuce,Mycelis muralis
2cd4p9h.ht8,Myosotis alpestris,,F.W.Schmidt,Alpine Forget-me-not,Myosotis alpestris
2cd4p9h.90y,Myosotis arvensis,,(L.) Hill,Field Forget-me-not,Myosotis arvensis
2cd4p9h.5dz,Myosotis discolor,,Pers.,Changing Forget-me-not,Myosotis discolor
2cd4p9h.5dr,Myosotis laxa,,Lehm.,Tufted Forget-me-not,Myosotis laxa
2cd4p9h.g6q,Myosotis laxa x scorpioides = M. x suzae,,Domin,,Myosotis x suzae
2cd4p9h.yt1,Myosotis ramosissima,,Rochel,Early Forget-me-not,Myosotis ramosissima
2cd4p9h.vy9,Myosotis scorpioides,,L.,Water Forget-me-not,Myosotis scorpioides
2cd4p9h.xr0,Myosotis secunda,,Al.Murray,Creeping Forget-me-not,Myosotis secunda
2cd4p9h.brcbfe,Myosotis secunda x stolonifera = M. x bollandica,,P.Jepson,,Myosotis x bollandica
2cd4p9h.4v2,Myosotis sicula,,Guss.,Jersey Forget-me-not,Myosotis sicula
2cd4p9h.vy6,Myosotis stolonifera,,(DC.) J.Gay ex Leresche & Levier,Pale Forget-me-not,Myosotis stolonifera
2cd4p9h.gn5m7w,Myosotis stricta,,Link ex Roem. & Schult.,Upright Forget-me-not,Myosotis stricta
2cd4p9h.1h6,Myosotis sylvatica,,Ehrh. ex Hoffm.,Wood Forget-me-not,Myosotis sylvatica
2cd4p9h.xr6,Myosoton aquaticum,,(L.) Moench,Water Chickweed,Myosoton aquaticum
2cd4p9h.5e5,Myosurus minimus,,L.,Mousetail,Myosurus minimus
2cd4p9h.5eb,Myrica gale,,L.,Bog-myrtle,Myrica gale
2cd4p9h.v2g,Myrica pensylvanica,,Loisel. ex Duhamel,Bayberry,Myrica pensylvanica
2cd4p9h.fh7,Myriophyllum alterniflorum,,DC.,Alternate Water-milfoil,Myriophyllum alterniflorum
2cd4p9h.32w,Myriophyllum aquaticum,,(Vell.) Verdc.,Parrot's-feather,Myriophyllum aquaticum
2cd4p9h.q31,Myriophyllum heterophyllum,,Michx.,Various-leaved Water-milfoil,Myriophyllum heterophyllum
2cd4p9h.5ee,Myriophyllum spicatum,,L.,Spiked Water-milfoil,Myriophyllum spicatum
2cd4p9h.fha,Myriophyllum verticillatum,,L.,Whorled Water-milfoil,Myriophyllum verticillatum
2cd4p9h.5ek,Myrrhis odorata,,(L.) Scop.,Sweet Cicely,Myrrhis odorata
2cd4p9h.1hc,Najas flexilis,,(Willd.) Rostk. & W.L.E.Schmidt,Slender Naiad,Najas flexilis
2cd4p9h.ca5,Najas marina,,L.,Holly-leaved Naiad,Najas marina
2cd4p9h.mby,Narcissus,,L.,Daffodils,Narcissus
2cd4p9h.ah0,Narcissus bicolor,,L.,Two-coloured Daffodil,Narcissus bicolor
2cd4p9h.7qv,Narcissus cyclamineus x moschatus = N. x dichromus,,P.D.Sell,Bicoloured Daffodil,Narcissus x dichromus
2cd4p9h.x1q,Narcissus cyclamineus x pseudonarcissus = N. x monochromus,,P.D.Sell,Reflexed Daffodil,Narcissus x monochromus
2cd4p9h.3at,Narcissus cyclamineus x tazetta = N. x cyclazetta,,Chater & Stace,Head-to-head Daffodil,Narcissus x cyclazetta
2cd4p9h.6y6ynx,Narcissus hispanicus,,Gouan,Spanish Daffodil,Narcissus hispanicus
2cd4p9h.dex,Narcissus jonquilla,,L.,Jonquil,Narcissus jonquilla
2cd4p9h.1hv,Narcissus jonquilla x pseudonarcissus = N. x odorus,,L.,Campernelle Jonquil,Narcissus x odorus
2cd4p9h.3hkrzm,Narcissus jonquilla x tazetta = N. x intermedius,,Loisel.,Intermediate Jonquil,Narcissus x intermedius
2cd4p9h.n97,Narcissus moschatus,,L.,White Daffodil,Narcissus moschatus
2cd4p9h.ah3,Narcissus moschatus x poeticus = N. x boutignyanus,,Philippe,Boutigny's Daffodil,Narcissus x boutignyanus
2cd4p9h.3b1,Narcissus nobilis,,(Haw.) Schult.f.,Large-flowered Daffodil,Narcissus nobilis
2cd4p9h.6y6p59,Narcissus obvallaris,,Salisb.,Tenby Daffodil,Narcissus obvallaris
2cd4p9h.38g,Narcissus poeticus,,L.,Pheasant's-eye Daffodil,Narcissus poeticus
2cd4p9h.5f1,Narcissus poeticus subsp. poeticus,,L.,,Narcissus poeticus subsp. poeticus
2cd4p9h.n91,Narcissus poeticus x hispanicus = N. x bernardii,,DC. ex Hénon,Bernard's Daffodil,Narcissus x bernardii
2cd4p9h.yt4,Narcissus poeticus x pseudonarcissus = N. x incomparabilis,,Mill.,Nonesuch Daffodil,Narcissus x incomparabilis
2cd4p9h.fhg,Narcissus poeticus x tazetta = N. x medioluteus,,Mill.,Primrose-peerless,Narcissus x medioluteus
2cd4p9h.5f4,Narcissus pseudonarcissus subsp. pseudonarcissus,,L.,Daffodil,Narcissus pseudonarcissus subsp. pseudonarcissus
2cd4p9h.qfw,Narcissus tazetta,,L.,Bunch-flowered Daffodil,Narcissus tazetta
2cd4p9h.1tx0tn,Narcissus 'Telamonius Plenus',,,,Narcissus 'Telamonius Plenus'
2cd4p9h.95yz3n,Narcissus triandrus x pseudonarcissus = N. x taitii,,Henriq.,Queen of Spain Daffodil,Narcissus x taitii
2cd4p9h.ytd,Nardus stricta,,L.,Mat-grass,Nardus stricta
2cd4p9h.90z,Narthecium ossifragum,,(L.) Huds.,Bog Asphodel,Narthecium ossifragum
2cd4p9h.7mm3ga,Nassella neesiana,,(Trin. & Rupr.) Barkworth,American Needle-grass,Nassella neesiana
2cd4p9h.7mxswt,Nassella tenuissima,,(Trin.) Barkworth,Argentine Needle-grass,Nassella tenuissima
2cd4p9h.7mm3gg,Nasturtium microphyllum,,(Boenn.) Rchb.,,Nasturtium microphyllum
2cd4p9h.6y9gqa,Nasturtium officinale,s.s.,W.T.Aiton,,Nasturtium officinale
2cd4p9h.30943h,Nasturtium officinale,agg.,,Water-cress Spp,Nasturtium officinale
2cd4p9h.6y9ha4,Nasturtium officinale x microphyllum = N. x sterile,,(Airy Shaw) Oefelein,,Nasturtium x sterile
2cd4p9h.aef,Nectaroscordum siculum,,(Ucria) Lindl.,Honey Garlic,Nectaroscordum siculum
2cd4p9h.3r0,Nemesia strumosa,,Benth.,Cape-jewels,Nemesia strumosa
2cd4p9h.vyf,Neotinea maculata,,(Desf.) Stearn,Dense-flowered Orchid,Neotinea maculata
2cd4p9h.5nhgyp,Neotinea ustulata,,"(L.) R.M.Bateman, Pridgeon & M.W.Chase",Burnt Orchid,Neotinea ustulata
2cd4p9h.6y5wp4,Neottia cordata,,(L.) Rich.,Lesser Twayblade,Neottia cordata
2cd4p9h.91b,Neottia nidus-avis,,(L.) Rich.,Bird's-nest Orchid,Neottia nidus-avis
2cd4p9h.6y5wpn,Neottia ovata,,(L.) Bluff & Fingerh.,Common Twayblade,Neottia ovata
2cd4p9h.cae,Nepeta cataria,,L.,Cat-mint,Nepeta cataria
2cd4p9h.h6w,Nepeta nepetella x racemosa = N. x faassenii,,Bergmans ex Stearn,Garden Cat-mint,Nepeta x faassenii
2cd4p9h.qpv,Nepeta racemosa,,Lam.,Eastern Cat-mint,Nepeta racemosa
2cd4p9h.3k1,Nertera granadensis,,(Mutis ex L.f.) Druce,Beadplant,Nertera granadensis
2cd4p9h.9h7,Neslia paniculata,,(L.) Desv.,Ball Mustard,Neslia paniculata
2cd4p9h.dvb,Nicandra physalodes,,(L.) Gaertn.,Apple-of-Peru,Nicandra physalodes
2cd4p9h.ea3,Nicotiana alata,,Link & Otto,Sweet Tobacco,Nicotiana alata
2cd4p9h.kht,Nicotiana alata x forgetiana = N. x sanderae,,W.Watson,Tobacco,Nicotiana x sanderae
2cd4p9h.7vk,Nicotiana forgetiana,,Hemsl.,Red Tobacco,Nicotiana forgetiana
2cd4p9h.hek,Nicotiana rustica,,L.,Wild Tobacco,Nicotiana rustica
2cd4p9h.hen,Nicotiana tabacum,,L.,Tobacco,Nicotiana tabacum
2cd4p9h.a7g,Nigella damascena,,L.,Love-in-a-mist,Nigella damascena
2cd4p9h.6yde2p,Noccaea caerulescens,,(J.Presl & C.Presl) F.K.Mey.,Alpine Penny-cress,Noccaea caerulescens
2cd4p9h.at3,Nonea lutea,,(Desr.) DC.,Yellow Nonea,Nonea lutea
2cd4p9h.86a,Nothofagus alpina,,(Poepp. & Endl.) Oerst.,Rauli,Nothofagus alpina
2cd4p9h.q1z,Nothofagus obliqua,,(Mirb.) Blume,Roble,Nothofagus obliqua
2cd4p9h.ke5,Nothofagus obliqua x alpina = N. x dodecaphleps,,Mike L.Grant & E.J.Clement,Southern Beech,Nothofagus x dodecaphleps
2cd4p9h.4d7,Nothoscordum borbonicum,,Kunth,Honeybells,Nothoscordum borbonicum
2cd4p9h.gms,Nuphar advena,,(Aiton) W.T.Aiton,Spatter-dock,Nuphar advena
2cd4p9h.vyv,Nuphar lutea,,(L.) Sm.,Yellow Water-lily,Nuphar lutea
2cd4p9h.xr9,Nuphar lutea x pumila = N. x spenneriana,,Gaudin,Hybrid Water-lily,Nuphar x spenneriana
2cd4p9h.1hr,Nuphar pumila,,(Timm) DC.,Least Water-lily,Nuphar pumila
2cd4p9h.vyy,Nymphaea alba,,L.,White Water-lily,Nymphaea alba
2cd4p9h.nmf,Nymphaea x marliacea,,Lat.-Marl.,,Nymphaea x marliacea
2cd4p9h.vp2,Nymphoides peltata,,Kuntze,Fringed Water-lily,Nymphoides peltata
2cd4p9h.qfp,Ochagavia carnea,,(Beer) L.B.Sm. & Looser,Tresco Rhodostachys,Ochagavia carnea
2cd4p9h.amm,Odontites jaubertianus,,(Boreau) D.Dietr. ex Walp.,French Bartsia,Odontites jaubertianus
2cd4p9h.5fa,Odontites vernus,,(Bellardi) Dumort.,Red Bartsia,Odontites vernus
2cd4p9h.vp5,Odontites vernus subsp. litoralis,,(Fr.) Nyman,,Odontites vernus subsp. litoralis
2cd4p9h.ams,Oemleria cerasiformis,,(Torr. & A.Gray ex Hook. & Arn.) J.W.Landon,Osoberry,Oemleria cerasiformis
2cd4p9h.ytw,Oenanthe aquatica,,(L.) Poir.,Fine-leaved Water-dropwort,Oenanthe aquatica
2cd4p9h.ytm,Oenanthe crocata,,L.,Hemlock Water-dropwort,Oenanthe crocata
2cd4p9h.xrf,Oenanthe fistulosa,,L.,Tubular Water-dropwort,Oenanthe fistulosa
2cd4p9h.xrv,Oenanthe fluviatilis,,(Bab.) Coleman,River Water-dropwort,Oenanthe fluviatilis
2cd4p9h.ytp,Oenanthe lachenalii,,C.C.Gmel.,Parsley Water-dropwort,Oenanthe lachenalii
2cd4p9h.can,Oenanthe pimpinelloides,,L.,Corky-fruited Water-dropwort,Oenanthe pimpinelloides
2cd4p9h.1vb,Oenanthe silaifolia,,M.Bieb.,Narrow-leaved Water-dropwort,Oenanthe silaifolia
2cd4p9h.n1x,Oenothera,,L.,Evening-primroses,Oenothera
2cd4p9h.xrx,Oenothera biennis,,L.,Common Evening-primrose,Oenothera biennis
2cd4p9h.5sz,Oenothera biennis x glazioviana = O. x fallax,,Renner,Intermediate Evening-primrose,Oenothera x fallax
2cd4p9h.pcb,Oenothera cambrica,,Rostański,Small-flowered Evening-primrose,Oenothera cambrica
2cd4p9h.yz0,Oenothera glazioviana,,P.Micheli,Large-flowered Evening-primrose,Oenothera glazioviana
2cd4p9h.1vh,Oenothera stricta,,Ledeb. ex Link,Fragrant Evening-primrose,Oenothera stricta
2cd4p9h.9t7,Olearia avicenniifolia,,(Raoul) Hook.f.,Mangrove-leaved Daisy-bush,Olearia avicenniifolia
2cd4p9h.ng6,Olearia avicenniifolia x moschata = O. x haastii,,Hook.f.,Daisy-bush,Olearia x haastii
2cd4p9h.cta,Olearia macrodonta,,Baker,New Zealand Holly,Olearia macrodonta
2cd4p9h.e3a,Olearia paniculata,,(J.R.Forst. & G.Forst.) Druce,Akiraho,Olearia paniculata
2cd4p9h.ke8,Olearia traversii,,(F.Muell.) Hook.f.,Ake-ake,Olearia traversii
2cd4p9h.91h,Omphalodes verna,,Moench,Blue-eyed-Mary,Omphalodes verna
2cd4p9h.fhp,Onobrychis viciifolia,,Scop.,Sainfoin,Onobrychis viciifolia
2cd4p9h.88h,Onoclea sensibilis,,L.,Sensitive Fern,Onoclea sensibilis
2cd4p9h.vp8,Ononis reclinata,,L.,Small Restharrow,Ononis reclinata
2cd4p9h.vpb,Ononis repens,,L.,Common Restharrow,Ononis repens
2cd4p9h.9vf,Ononis repens x spinosa = O. x pseudohircina,,Schur,Hybrid Rest-Harrow,Ononis x pseudohircina
2cd4p9h.xry,Ononis spinosa,,L.,Spiny Restharrow,Ononis spinosa
2cd4p9h.fhs,Onopordum acanthium,,L.,Cotton Thistle,Onopordum acanthium
2cd4p9h.9tg,Onopordum nervosum,,Boiss.,Reticulate Thistle,Onopordum nervosum
2cd4p9h.es9,Ophioglossum azoricum,,C.Presl,Small Adder's-tongue,Ophioglossum azoricum
2cd4p9h.882,Ophioglossum lusitanicum,,L.,Least Adder's-tongue,Ophioglossum lusitanicum
2cd4p9h.y9x,Ophioglossum vulgatum,,L.,Adder's-tongue,Ophioglossum vulgatum
2cd4p9h.5fd,Ophrys apifera,,Huds.,Bee Orchid,Ophrys apifera
2cd4p9h.d20,Ophrys apifera x fuciflora = O. x albertiana,,E.G.Camus,,Ophrys x albertiana
2cd4p9h.91k,Ophrys fuciflora,,(Crantz) Moench,Late Spider-orchid,Ophrys fuciflora
2cd4p9h.npz,Ophrys fuciflora x sphegodes = O. x obscura,,Beck,,Ophrys x obscura
2cd4p9h.1vn,Ophrys insectifera,,L.,Fly Orchid,Ophrys insectifera
2cd4p9h.wze,Ophrys insectifera x apifera,,,,Ophrys insectifera x apifera
2cd4p9h.9ks,Ophrys insectifera x sphegodes = O. x hybrida,,Pokorny,,Ophrys x hybrida
2cd4p9h.vpe,Ophrys sphegodes,,Mill.,Early Spider-orchid,Ophrys sphegodes
2cd4p9h.5k7h6t,Orchis anthropophora,,(L.) All.,Man Orchid,Orchis anthropophora
2cd4p9h.caq,Orchis mascula,,(L.) L.,Early-purple Orchid,Orchis mascula
2cd4p9h.83ng27,Orchis mascula x Anacamptis morio = X Anacamptorchis morioides,,(Brand) Stace,,X Anacamptorchis morioides
2cd4p9h.r3z,Orchis militaris,,L.,Military Orchid,Orchis militaris
2cd4p9h.d26,Orchis militaris x simia = O. x beyrichii,,A.Kern.,,Orchis x beyrichii
2cd4p9h.y3v,Orchis purpurea,,Huds.,Lady Orchid,Orchis purpurea
2cd4p9h.95yz4t,Orchis purpurea x anthropophora = O. x meilsheimeri,,Rouy,,Orchis x meilsheimeri
2cd4p9h.qra,Orchis purpurea x simia = O. x angusticruris,,Franch.,,Orchis x angusticruris
2cd4p9h.fv0,Orchis simia,,Lam.,Monkey Orchid,Orchis simia
2cd4p9h.7mm3ks,Orchis simia x anthropophora = O. x bergonii,,De Nant.,,Orchis x bergonii
2cd4p9h.ya2,Oreopteris limbosperma,,(All.) Holub,Lemon-scented Fern,Oreopteris limbosperma
2cd4p9h.fv6,Origanum vulgare,,L.,Wild Marjoram,Origanum vulgare
2cd4p9h.vph,Ornithogalum nutans,,L.,Drooping Star-of-Bethlehem,Ornithogalum nutans
2cd4p9h.fv9,Ornithogalum pyrenaicum,,L.,Spiked Star-of-Bethlehem,Ornithogalum pyrenaicum
2cd4p9h.95yzv2,Ornithogalum umbellatum,s.l.,,Star-of-Bethlehem (sens. lat.),Ornithogalum umbellatum
2cd4p9h.3k7,Ornithopus compressus,,L.,Yellow Serradella,Ornithopus compressus
2cd4p9h.91t,Ornithopus perpusillus,,L.,Bird's-foot,Ornithopus perpusillus
2cd4p9h.cb1,Ornithopus pinnatus,,(Mill.) Druce,Orange Bird's-foot,Ornithopus pinnatus
2cd4p9h.dtf,Ornithopus sativus,,Brot.,Serradella,Ornithopus sativus
2cd4p9h.921,Orobanche alba,,Stephan ex Willd.,Thyme Broomrape,Orobanche alba
2cd4p9h.924,Orobanche caryophyllacea,,Sm.,Bedstraw Broomrape,Orobanche caryophyllacea
2cd4p9h.k0d,Orobanche crenata,,Forssk.,Bean Broomrape,Orobanche crenata
2cd4p9h.927,Orobanche elatior,,Sutton,Knapweed Broomrape,Orobanche elatior
2cd4p9h.fvc,Orobanche hederae,,Duby,Ivy Broomrape,Orobanche hederae
2cd4p9h.cb4,Orobanche minor,,Sm.,Common Broomrape,Orobanche minor
2cd4p9h.1vt,Orobanche picridis,,F.W.Schultz,Oxtongue Broomrape,Orobanche picridis
2cd4p9h.vpk,Orobanche purpurea,,Jacq.,Yarrow Broomrape,Orobanche purpurea
2cd4p9h.xs2,Orobanche rapum-genistae,,Thuill.,Greater Broomrape,Orobanche rapum-genistae
