GridRef,Lat,Lon
NY99,55.249158,-2.080193
NT90,55.339015,-2.080375
NT91,55.428871,-2.080558
NT92,55.518726,-2.080742
NT93,55.608579,-2.080927
NT94,55.698430,-2.081114
NT95,55.788281,-2.081301
NT96,55.878130,-2.081489
NO99,57.046049,-2.084037
NJ90,57.135880,-2.084241
NJ91,57.225709,-2.084446
NJ92,57.315538,-2.084653
NJ93,57.405365,-2.084861
NJ94,57.495190,-2.085069
NJ95,57.585015,-2.085280
NJ96,57.674838,-2.085491
HT93,60.099582,-2.091712
HT94,60.189369,-2.091963
SZ07,50.574722,-1.930749
SZ08,50.664650,-1.930617
SZ09,50.754577,-1.930485
SU00,50.844503,-1.930352
SU01,50.934427,-1.930218
SU02,51.024349,-1.930084
SU03,51.114270,-1.929949
SU04,51.204190,-1.929813
SU05,51.294109,-1.929676
SU06,51.384026,-1.929539
SU07,51.473941,-1.929401
SU08,51.563856,-1.929263
SU09,51.653769,-1.929123
SP00,51.743680,-1.928983
SP01,51.833590,-1.928842
SP02,51.923499,-1.928701
SP03,52.013406,-1.928559
SP04,52.103312,-1.928416
SP05,52.193217,-1.928272
SP06,52.283120,-1.928127
SP07,52.373022,-1.927982
SP08,52.462922,-1.927836
SP09,52.552821,-1.927689
SK00,52.642719,-1.927541
SK01,52.732616,-1.927393
SK02,52.822510,-1.927244
SK03,52.912404,-1.927094
SK04,53.002296,-1.926943
SK05,53.092187,-1.926791
SK06,53.182077,-1.926639
SK07,53.271965,-1.926486
SK08,53.361851,-1.926332
SK09,53.451737,-1.926177
SE00,53.541621,-1.926021
SE01,53.631504,-1.925865
SE02,53.721385,-1.925707
SE03,53.811265,-1.925549
SE04,53.901143,-1.925390
SE05,53.991021,-1.925230
SE06,54.080897,-1.925069
SE07,54.170771,-1.924907
SE08,54.260644,-1.924744
SE09,54.350516,-1.924581
NZ00,54.440387,-1.924416
NZ01,54.530256,-1.924251
NZ02,54.620124,-1.924085
NZ03,54.709990,-1.923918
NZ04,54.799855,-1.923750
NZ05,54.889719,-1.923581
NZ06,54.979581,-1.923411
NZ07,55.069442,-1.923240
NZ08,55.159302,-1.923068
NZ09,55.249161,-1.922895
NU00,55.339018,-1.922721
NU01,55.428873,-1.922546
NU02,55.518728,-1.922370
NU03,55.608581,-1.922194
NU04,55.698433,-1.922016
NU05,55.788283,-1.921837
NK02,57.315540,-1.918635
NK03,57.405367,-1.918437
NK04,57.495193,-1.918237
NK05,57.585017,-1.918037
NK06,57.674840,-1.917835
SZ19,50.754407,-1.788725
SU10,50.844332,-1.788319
SU11,50.934255,-1.787912
SU12,51.024177,-1.787502
SU13,51.114098,-1.787091
SU14,51.204017,-1.786677
SU15,51.293935,-1.786261
SU16,51.383852,-1.785843
SU17,51.473767,-1.785423
SU18,51.563680,-1.785000
SU19,51.653593,-1.784576
SP10,51.743504,-1.784149
SP11,51.833413,-1.783720
SP12,51.923321,-1.783288
SP13,52.013228,-1.782855
SP14,52.103134,-1.782419
SP15,52.193038,-1.781981
SP16,52.282940,-1.781541
SP17,52.372841,-1.781098
SP18,52.462741,-1.780653
SP19,52.552640,-1.780205
SK10,52.642537,-1.779755
SK11,52.732433,-1.779303
SK12,52.822327,-1.778849
SK13,52.912220,-1.778392
SK14,53.002112,-1.777932
SK15,53.092002,-1.777470
SK16,53.181891,-1.777006
SK17,53.271778,-1.776539
SK18,53.361665,-1.776069
SK19,53.451549,-1.775597
SE10,53.541433,-1.775123
SE11,53.631315,-1.774646
SE12,53.721195,-1.774166
SE13,53.811075,-1.773684
SE14,53.900953,-1.773199
SE15,53.990829,-1.772712
SE16,54.080705,-1.772221
SE17,54.170579,-1.771728
SE18,54.260451,-1.771233
SE19,54.350322,-1.770735
NZ10,54.440192,-1.770234
NZ11,54.530061,-1.769730
NZ12,54.619928,-1.769223
NZ13,54.709794,-1.768714
NZ14,54.799658,-1.768202
NZ15,54.889521,-1.767687
NZ16,54.979383,-1.767169
NZ17,55.069243,-1.766648
NZ18,55.159102,-1.766124
NZ19,55.248960,-1.765597
NU10,55.338817,-1.765068
NU11,55.428672,-1.764535
NU12,55.518526,-1.763999
NU13,55.608378,-1.763461
NU14,55.698229,-1.762919
NK13,57.405150,-1.752014
NK14,57.494975,-1.751406
NK15,57.584798,-1.750795
HZ16,59.470799,-1.737063
HZ17,59.560595,-1.736363
HU14,60.189130,-1.731345
HU15,60.278916,-1.730610
HU16,60.368700,-1.729870
HU17,60.458484,-1.729125
SZ28,50.664139,-1.647640
SZ29,50.754064,-1.646966
SU20,50.843988,-1.646288
SU21,50.933910,-1.645607
SU22,51.023831,-1.644923
SU23,51.113751,-1.644234
SU24,51.203669,-1.643543
SU25,51.293586,-1.642847
SU26,51.383501,-1.642149
SU27,51.473415,-1.641446
SU28,51.563328,-1.640740
SU29,51.653239,-1.640030
SP20,51.743149,-1.639316
SP21,51.833057,-1.638599
SP22,51.922964,-1.637878
SP23,52.012870,-1.637153
SP24,52.102774,-1.636425
SP25,52.192677,-1.635692
SP26,52.282578,-1.634956
SP27,52.372479,-1.634216
SP28,52.462377,-1.633472
SP29,52.552275,-1.632724
SK20,52.642170,-1.631972
SK21,52.732065,-1.631216
SK22,52.821958,-1.630456
SK23,52.911850,-1.629692
SK24,53.001740,-1.628924
SK25,53.091629,-1.628151
SK26,53.181517,-1.627375
SK27,53.271403,-1.626594
SK28,53.361288,-1.625810
SK29,53.451172,-1.625021
SE20,53.541054,-1.624227
SE21,53.630935,-1.623430
SE22,53.720814,-1.622628
SE23,53.810692,-1.621822
SE24,53.900569,-1.621011
SE25,53.990445,-1.620196
SE26,54.080319,-1.619377
SE27,54.170191,-1.618553
SE28,54.260062,-1.617724
SE29,54.349932,-1.616891
NZ20,54.439801,-1.616053
NZ21,54.529668,-1.615211
NZ22,54.619534,-1.614364
NZ23,54.709398,-1.613513
NZ24,54.799262,-1.612656
NZ25,54.889123,-1.611795
NZ26,54.978984,-1.610930
NZ27,55.068843,-1.610059
NZ28,55.158701,-1.609183
NZ29,55.248557,-1.608303
NU20,55.338412,-1.607417
NU21,55.428266,-1.606527
NU22,55.518118,-1.605632
NU23,55.607970,-1.604731
HZ27,59.560119,-1.559431
HU24,60.188642,-1.551042
HU25,60.278426,-1.549813
HU26,60.368209,-1.548576
HU27,60.457991,-1.547331
HU28,60.547771,-1.546078
SZ38,50.663626,-1.506156
SZ39,50.753549,-1.505211
SU30,50.843471,-1.504261
SU31,50.933392,-1.503306
SU32,51.023311,-1.502347
SU33,51.113229,-1.501382
SU34,51.203146,-1.500412
SU35,51.293061,-1.499438
SU36,51.382975,-1.498458
SU37,51.472887,-1.497473
SU38,51.562798,-1.496483
SU39,51.652707,-1.495488
SP30,51.742615,-1.494488
SP31,51.832522,-1.493482
SP32,51.922427,-1.492472
SP33,52.012331,-1.491456
SP34,52.102234,-1.490434
SP35,52.192135,-1.489408
SP36,52.282035,-1.488375
SP37,52.371933,-1.487338
SP38,52.461830,-1.486295
SP39,52.551726,-1.485246
SK30,52.641620,-1.484192
SK31,52.731512,-1.483132
SK32,52.821404,-1.482067
SK33,52.911294,-1.480996
SK34,53.001182,-1.479919
SK35,53.091070,-1.478837
SK36,53.180956,-1.477748
SK37,53.270840,-1.476654
SK38,53.360723,-1.475554
SK39,53.450605,-1.474448
SE30,53.540485,-1.473336
SE31,53.630364,-1.472218
SE32,53.720242,-1.471094
SE33,53.810118,-1.469964
SE34,53.899993,-1.468828
SE35,53.989866,-1.467685
SE36,54.079738,-1.466536
SE37,54.169609,-1.465381
SE38,54.259478,-1.464220
SE39,54.349346,-1.463052
NZ30,54.439213,-1.461878
NZ31,54.529078,-1.460697
NZ32,54.618942,-1.459510
NZ33,54.708805,-1.458316
NZ34,54.798666,-1.457116
NZ35,54.888526,-1.455909
NZ36,54.978384,-1.454695
NZ37,55.068241,-1.453475
NZ38,55.158097,-1.452247
NZ39,55.247951,-1.451013
HU30,59.828772,-1.377530
HU31,59.918558,-1.375850
HU32,60.008343,-1.374160
HU33,60.098127,-1.372459
HU34,60.187910,-1.370747
HU35,60.277691,-1.369024
HU36,60.367471,-1.367290
HU37,60.457250,-1.365545
HU38,60.547028,-1.363789
HU39,60.636804,-1.362021
SZ47,50.573018,-1.365887
SZ48,50.662941,-1.364677
SZ49,50.752862,-1.363461
SU40,50.842782,-1.362239
SU41,50.932701,-1.361010
SU42,51.022618,-1.359776
SU43,51.112533,-1.358534
SU44,51.202448,-1.357287
SU45,51.292360,-1.356033
SU46,51.382272,-1.354772
SU47,51.472182,-1.353505
SU48,51.562091,-1.352232
SU49,51.651998,-1.350951
SP40,51.741904,-1.349665
SP41,51.831808,-1.348371
SP42,51.921711,-1.347071
SP43,52.011613,-1.345763
SP44,52.101513,-1.344449
SP45,52.191412,-1.343128
SP46,52.281309,-1.341800
SP47,52.371205,-1.340465
SP48,52.461100,-1.339123
SP49,52.550993,-1.337774
SK40,52.640885,-1.336418
SK41,52.730775,-1.335055
SK42,52.820664,-1.333684
SK43,52.910552,-1.332306
SK44,53.000438,-1.330921
SK45,53.090323,-1.329528
SK46,53.180206,-1.328127
SK47,53.270088,-1.326720
SK48,53.359969,-1.325304
SK49,53.449848,-1.323881
SE40,53.539726,-1.322451
SE41,53.629602,-1.321012
SE42,53.719477,-1.319566
SE43,53.809351,-1.318112
SE44,53.899223,-1.316650
SE45,53.989094,-1.315180
SE46,54.078964,-1.313702
SE47,54.168832,-1.312216
SE48,54.258699,-1.310722
SE49,54.348564,-1.309220
NZ40,54.438428,-1.307709
NZ41,54.528291,-1.306190
NZ42,54.618152,-1.304663
NZ43,54.708012,-1.303127
NZ44,54.797871,-1.301582
NZ45,54.887728,-1.300029
NZ46,54.977584,-1.298468
HU41,59.917591,-1.197028
HU42,60.007372,-1.194853
HU43,60.097153,-1.192665
HU44,60.186932,-1.190462
HU45,60.276710,-1.188246
HU46,60.366486,-1.186015
HU47,60.456262,-1.183770
HU48,60.546036,-1.181510
HU49,60.635808,-1.179236
HP40,60.725580,-1.176948
SZ57,50.572164,-1.224683
SZ58,50.662084,-1.223204
SZ59,50.752003,-1.221717
SU50,50.841920,-1.220223
SU51,50.931836,-1.218721
SU52,51.021750,-1.217211
SU53,51.111663,-1.215693
SU54,51.201574,-1.214168
SU55,51.291484,-1.212635
SU56,51.381393,-1.211093
SU57,51.471300,-1.209544
SU58,51.561206,-1.207987
SU59,51.651110,-1.206421
SP50,51.741013,-1.204848
SP51,51.830915,-1.203266
SP52,51.920815,-1.201676
SP53,52.010714,-1.200078
SP54,52.100611,-1.198471
SP55,52.190507,-1.196856
SP56,52.280402,-1.195232
SP57,52.370295,-1.193600
SP58,52.460186,-1.191959
SP59,52.550076,-1.190310
SK50,52.639965,-1.188651
SK51,52.729853,-1.186984
SK52,52.819739,-1.185308
SK53,52.909623,-1.183623
SK54,52.999506,-1.181929
SK55,53.089388,-1.180226
SK56,53.179269,-1.178514
SK57,53.269148,-1.176793
SK58,53.359025,-1.175062
SK59,53.448901,-1.173322
SE50,53.538776,-1.171573
SE51,53.628649,-1.169814
SE52,53.718521,-1.168046
SE53,53.808392,-1.166268
SE54,53.898261,-1.164481
SE55,53.988129,-1.162683
SE56,54.077995,-1.160876
SE57,54.167860,-1.159059
SE58,54.257724,-1.157232
SE59,54.347586,-1.155395
NZ50,54.437447,-1.153548
NZ51,54.527306,-1.151691
NZ52,54.617164,-1.149823
NZ53,54.707021,-1.147946
HU53,60.095934,-1.012885
HU54,60.185709,-1.010192
HU55,60.275482,-1.007481
HU56,60.365254,-1.004754
HU57,60.455025,-1.002009
HU58,60.544795,-0.999247
HU59,60.634563,-0.996466
HP50,60.724330,-0.993668
HP51,60.814096,-0.990851
SZ68,50.661056,-1.081738
SZ69,50.750971,-1.079981
SU60,50.840885,-1.078214
SU61,50.930797,-1.076439
SU62,51.020708,-1.074654
SU63,51.110618,-1.072860
SU64,51.200526,-1.071057
SU65,51.290433,-1.069244
SU66,51.380338,-1.067422
SU67,51.470242,-1.065591
SU68,51.560144,-1.063750
SU69,51.650045,-1.061900
SP60,51.739945,-1.060040
SP61,51.829843,-1.058170
SP62,51.919740,-1.056290
SP63,52.009635,-1.054401
SP64,52.099529,-1.052501
SP65,52.189421,-1.050592
SP66,52.279312,-1.048673
SP67,52.369202,-1.046743
SP68,52.459090,-1.044803
SP69,52.548976,-1.042854
SK60,52.638862,-1.040893
SK61,52.728746,-1.038923
SK62,52.818628,-1.036941
SK63,52.908509,-1.034950
SK64,52.998388,-1.032947
SK65,53.088267,-1.030934
SK66,53.178143,-1.028910
SK67,53.268019,-1.026875
SK68,53.357893,-1.024830
SK69,53.447765,-1.022773
SE60,53.537636,-1.020705
SE61,53.627506,-1.018626
SE62,53.717374,-1.016536
SE63,53.807241,-1.014434
SE64,53.897106,-1.012321
SE65,53.986970,-1.010196
SE66,54.076833,-1.008060
SE67,54.166694,-1.005912
SE68,54.256554,-1.003753
SE69,54.346412,-1.001581
NZ60,54.436269,-0.999398
NZ61,54.526125,-0.997202
NZ62,54.615979,-0.994995
HU66,60.363776,-0.823511
HU67,60.453541,-0.820266
HU68,60.543305,-0.817001
HU69,60.633068,-0.813714
HP60,60.722830,-0.810406
HP61,60.812590,-0.807077
SZ79,50.749767,-0.938254
SU70,50.839677,-0.936215
SU71,50.929586,-0.934166
SU72,51.019493,-0.932106
SU73,51.109398,-0.930036
SU74,51.199303,-0.927955
SU75,51.289206,-0.925863
SU76,51.379107,-0.923761
SU77,51.469007,-0.921647
SU78,51.558905,-0.919523
SU79,51.648802,-0.917387
SP70,51.738698,-0.915241
SP71,51.828592,-0.913083
SP72,51.918485,-0.910914
SP73,52.008376,-0.908734
SP74,52.098266,-0.906542
SP75,52.188154,-0.904338
SP76,52.278041,-0.902123
SP77,52.367926,-0.899897
SP78,52.457810,-0.897658
SP79,52.547693,-0.895408
SK70,52.637574,-0.893146
SK71,52.727454,-0.890871
SK72,52.817332,-0.888585
SK73,52.907209,-0.886286
SK74,52.997084,-0.883976
SK75,53.086958,-0.881653
SK76,53.176830,-0.879317
SK77,53.266701,-0.876969
SK78,53.356571,-0.874608
SK79,53.446439,-0.872235
SE70,53.536306,-0.869848
SE71,53.626171,-0.867449
SE72,53.716035,-0.865037
SE73,53.805897,-0.862611
SE74,53.895758,-0.860173
SE75,53.985618,-0.857721
SE76,54.075476,-0.855256
SE77,54.165333,-0.852777
SE78,54.255188,-0.850285
SE79,54.345042,-0.847779
NZ70,54.434894,-0.845259
NZ71,54.524745,-0.842726
NZ72,54.614595,-0.840178
SZ89,50.748391,-0.796537
SU80,50.838296,-0.794226
SU81,50.928201,-0.791904
SU82,51.018103,-0.789569
SU83,51.108005,-0.787223
SU84,51.197904,-0.784864
SU85,51.287803,-0.782493
SU86,51.377700,-0.780110
SU87,51.467595,-0.777715
SU88,51.557489,-0.775307
SU89,51.647381,-0.772886
SP80,51.737272,-0.770453
SP81,51.827162,-0.768008
SP82,51.917050,-0.765549
SP83,52.006937,-0.763078
SP84,52.096822,-0.760593
SP85,52.186705,-0.758096
SP86,52.276588,-0.755585
SP87,52.366468,-0.753062
SP88,52.456348,-0.750525
SP89,52.546226,-0.747974
SK80,52.636102,-0.745410
SK81,52.725977,-0.742832
SK82,52.815850,-0.740241
SK83,52.905722,-0.737636
SK84,52.995593,-0.735017
SK85,53.085462,-0.732383
SK86,53.175329,-0.729736
SK87,53.265196,-0.727075
SK88,53.355060,-0.724399
SK89,53.444923,-0.721709
SE80,53.534785,-0.719004
SE81,53.624646,-0.716285
SE82,53.714504,-0.713551
SE83,53.804362,-0.710802
SE84,53.894218,-0.708038
SE85,53.984072,-0.705259
SE86,54.073925,-0.702465
SE87,54.163777,-0.699656
SE88,54.253627,-0.696831
SE89,54.343476,-0.693991
NZ80,54.433323,-0.691135
NZ81,54.523169,-0.688263
SZ99,50.746842,-0.654832
SU90,50.836743,-0.652249
SU91,50.926642,-0.649653
SU92,51.016540,-0.647044
SU93,51.106437,-0.644421
SU94,51.196331,-0.641785
SU95,51.286225,-0.639135
SU96,51.376116,-0.636472
SU97,51.466007,-0.633794
SU98,51.555896,-0.631103
SU99,51.645783,-0.628398
SP90,51.735669,-0.625679
SP91,51.825553,-0.622945
SP92,51.915436,-0.620197
SP93,52.005317,-0.617435
SP94,52.095197,-0.614658
SP95,52.185076,-0.611867
SP96,52.274953,-0.609061
SP97,52.364828,-0.606240
SP98,52.454702,-0.603405
SP99,52.544575,-0.600554
SK90,52.634446,-0.597688
SK91,52.724315,-0.594807
SK92,52.814183,-0.591911
SK93,52.904050,-0.588999
SK94,52.993915,-0.586072
SK95,53.083779,-0.583129
SK96,53.173641,-0.580170
SK97,53.263501,-0.577195
SK98,53.353361,-0.574205
SK99,53.443218,-0.571198
SE90,53.533074,-0.568175
SE91,53.622929,-0.565136
SE92,53.712782,-0.562080
SE93,53.802634,-0.559007
SE94,53.892485,-0.555918
SE95,53.982333,-0.552812
SE96,54.072181,-0.549689
SE97,54.162027,-0.546550
SE98,54.251871,-0.543392
SE99,54.341714,-0.540218
NZ90,54.431555,-0.537026
NZ91,54.521395,-0.533816
TQ00,50.835017,-0.510285
TQ01,50.924911,-0.507416
TQ02,51.014803,-0.504532
TQ03,51.104694,-0.501634
TQ04,51.194583,-0.498720
TQ05,51.284471,-0.495791
TQ06,51.374357,-0.492847
TQ07,51.464242,-0.489888
TQ08,51.554125,-0.486914
TQ09,51.644007,-0.483924
TL00,51.733887,-0.480918
TL01,51.823766,-0.477897
TL02,51.913643,-0.474860
TL03,52.003518,-0.471807
TL04,52.093392,-0.468738
TL05,52.183265,-0.465653
TL06,52.273136,-0.462551
TL07,52.363006,-0.459434
TL08,52.452874,-0.456299
TL09,52.542740,-0.453149
TF00,52.632606,-0.449981
TF01,52.722469,-0.446797
TF02,52.812331,-0.443596
TF03,52.902192,-0.440378
TF04,52.992051,-0.437142
TF05,53.081908,-0.433889
TF06,53.171764,-0.430619
TF07,53.261619,-0.427332
TF08,53.351472,-0.424026
TF09,53.441324,-0.420703
TA00,53.531174,-0.417362
TA01,53.621022,-0.414003
TA02,53.710869,-0.410625
TA03,53.800715,-0.407229
TA04,53.890559,-0.403815
TA05,53.980401,-0.400383
TA06,54.070242,-0.396931
TA07,54.160082,-0.393461
TA08,54.249920,-0.389971
TA09,54.339756,-0.386463
TQ10,50.833119,-0.368336
TQ11,50.923006,-0.365194
TQ12,51.012893,-0.362036
TQ13,51.102777,-0.358861
TQ14,51.192660,-0.355670
TQ15,51.282542,-0.352462
TQ16,51.372422,-0.349238
TQ17,51.462300,-0.345997
TQ18,51.552177,-0.342739
TQ19,51.642053,-0.339465
TL10,51.731927,-0.336173
TL11,51.821799,-0.332864
TL12,51.911670,-0.329538
TL13,52.001539,-0.326194
TL14,52.091407,-0.322833
TL15,52.181273,-0.319454
TL16,52.271138,-0.316058
TL17,52.361001,-0.312643
TL18,52.450863,-0.309211
TL19,52.540723,-0.305760
TF10,52.630581,-0.302291
TF11,52.720438,-0.298804
TF12,52.810294,-0.295298
TF13,52.900148,-0.291773
TF14,52.990000,-0.288230
TF15,53.079851,-0.284668
TF16,53.169700,-0.281086
TF17,53.259548,-0.277486
TF18,53.349395,-0.273866
TF19,53.439239,-0.270226
TA10,53.529082,-0.266567
TA11,53.618924,-0.262888
TA12,53.708764,-0.259189
TA13,53.798603,-0.255470
TA14,53.888440,-0.251731
TA15,53.978276,-0.247971
TA16,54.068110,-0.244191
TA17,54.157942,-0.240391
TA18,54.247773,-0.236569
TQ20,50.831048,-0.226403
TQ21,50.920929,-0.222988
TQ22,51.010808,-0.219555
TQ23,51.100686,-0.216104
TQ24,51.190563,-0.212636
TQ25,51.280437,-0.209150
TQ26,51.370311,-0.205645
TQ27,51.460182,-0.202123
TQ28,51.550053,-0.198582
TQ29,51.639921,-0.195023
TL20,51.729788,-0.191445
TL21,51.819654,-0.187849
TL22,51.909518,-0.184234
TL23,51.999380,-0.180600
TL24,52.089241,-0.176946
TL25,52.179100,-0.173274
TL26,52.268958,-0.169582
TL27,52.358814,-0.165871
TL28,52.448669,-0.162141
TL29,52.538522,-0.158390
TF20,52.628373,-0.154620
TF21,52.718223,-0.150829
TF22,52.808071,-0.147019
TF23,52.897918,-0.143188
TF24,52.987763,-0.139337
TF25,53.077607,-0.135465
TF26,53.167449,-0.131572
TF27,53.257289,-0.127659
TF28,53.347128,-0.123724
TF29,53.436966,-0.119769
TA20,53.526801,-0.115792
TA21,53.616636,-0.111793
TA22,53.706468,-0.107773
TA23,53.796299,-0.103731
TA24,53.886129,-0.099667
TA25,53.975957,-0.095581
TA26,54.065783,-0.091472
TA27,54.155608,-0.087342
TQ30,50.828804,-0.084488
TQ31,50.918678,-0.080799
TQ32,51.008550,-0.077092
TQ33,51.098421,-0.073366
TQ34,51.188290,-0.069620
TQ35,51.278158,-0.065855
TQ36,51.368024,-0.062071
TQ37,51.457888,-0.058267
TQ38,51.547751,-0.054443
TQ39,51.637612,-0.050600
TL30,51.727472,-0.046736
TL31,51.817330,-0.042852
TL32,51.907186,-0.038948
TL33,51.997041,-0.035024
TL34,52.086894,-0.031079
TL35,52.176746,-0.027113
TL36,52.266596,-0.023126
TL37,52.356445,-0.019119
TL38,52.446292,-0.015090
TL39,52.536137,-0.011040
TF30,52.625981,-0.006968
TF31,52.715823,-0.002875
TF32,52.805663,0.001240
TF33,52.895502,0.005377
TF34,52.985340,0.009536
TF35,53.075175,0.013717
TF36,53.165010,0.017921
TF37,53.254842,0.022147
TF38,53.344673,0.026396
TF39,53.434502,0.030667
TA30,53.524330,0.034962
TA31,53.614156,0.039280
TA32,53.703981,0.043621
TA33,53.793804,0.047986
TV49,50.736520,0.053468
TQ40,50.826388,0.057409
TQ41,50.916254,0.061370
TQ42,51.006119,0.065352
TQ43,51.095982,0.069354
TQ44,51.185843,0.073376
TQ45,51.275703,0.077419
TQ46,51.365561,0.081484
TQ47,51.455417,0.085569
TQ48,51.545272,0.089675
TQ49,51.635126,0.093803
TL40,51.724977,0.097953
TL41,51.814827,0.102124
TL42,51.904676,0.106316
TL43,51.994522,0.110531
TL44,52.084368,0.114768
TL45,52.174211,0.119027
TL46,52.264053,0.123309
TL47,52.353893,0.127613
TL48,52.443732,0.131939
TL49,52.533569,0.136289
TF40,52.623405,0.140662
TF41,52.713238,0.145058
TF42,52.803071,0.149477
TF43,52.892901,0.153920
TF44,52.982730,0.158386
TF45,53.072557,0.162876
TF46,53.162383,0.167391
TF47,53.252207,0.171930
TF48,53.342029,0.176493
TF49,53.431850,0.181080
TA40,53.521669,0.185692
TA41,53.611487,0.190330
TA42,53.701302,0.194992
TV59,50.733939,0.195073
TQ50,50.823799,0.199286
TQ51,50.913657,0.203519
TQ52,51.003513,0.207775
TQ53,51.093368,0.212052
TQ54,51.183221,0.216352
TQ55,51.273072,0.220673
TQ56,51.362922,0.225017
TQ57,51.452770,0.229384
TQ58,51.542617,0.233773
TQ59,51.632461,0.238185
TL50,51.722305,0.242620
TL51,51.812146,0.247078
TL52,51.901986,0.251559
TL53,51.991824,0.256064
TL54,52.081661,0.260593
TL55,52.171495,0.265145
TL56,52.261329,0.269721
TL57,52.351160,0.274321
TL58,52.440990,0.278946
TL59,52.530818,0.283595
TF50,52.620645,0.288268
TF51,52.710469,0.292967
TF52,52.800293,0.297690
TF55,53.069752,0.312012
TF56,53.159569,0.316837
TF57,53.249384,0.321688
TF58,53.339197,0.326565
TV69,50.731187,0.336657
TQ60,50.821038,0.341141
TQ61,50.910887,0.345647
TQ62,51.000735,0.350176
TQ63,51.090581,0.354729
TQ64,51.180425,0.359305
TQ65,51.270267,0.363905
TQ66,51.360108,0.368529
TQ67,51.449947,0.373176
TQ68,51.539784,0.377848
TQ69,51.629620,0.382544
TL60,51.719454,0.387264
TL61,51.809286,0.392009
TL62,51.899117,0.396779
TL63,51.988946,0.401574
TL64,52.078773,0.406394
TL65,52.168599,0.411239
TL66,52.258422,0.416109
TL67,52.348245,0.421006
TL68,52.438065,0.425928
TL69,52.527884,0.430876
TF60,52.617701,0.435850
TF61,52.707516,0.440851
TF62,52.797330,0.445878
TF63,52.887142,0.450933
TF64,52.976952,0.456014
TQ70,50.818105,0.482973
TQ71,50.907945,0.487751
TQ72,50.997783,0.492554
TQ73,51.087619,0.497382
TQ74,51.177454,0.502235
TQ75,51.267287,0.507113
TQ76,51.357118,0.512016
TQ77,51.446947,0.516944
TQ78,51.536775,0.521898
TQ79,51.626601,0.526878
TL70,51.716426,0.531884
TL71,51.806248,0.536915
TL72,51.896069,0.541973
TL73,51.985888,0.547058
TL74,52.075706,0.552169
TL75,52.165521,0.557307
TL76,52.255335,0.562472
TL77,52.345147,0.567664
TL78,52.434958,0.572884
TL79,52.524766,0.578131
TF70,52.614573,0.583406
TF71,52.704379,0.588709
TF72,52.794182,0.594040
TF73,52.883984,0.599399
TF74,52.973784,0.604787
TQ80,50.814999,0.624780
TQ81,50.904829,0.629831
TQ82,50.994657,0.634908
TQ83,51.084484,0.640011
TQ84,51.174308,0.645140
TQ85,51.264131,0.650295
TQ86,51.353952,0.655478
TQ87,51.443772,0.660687
TQ88,51.533589,0.665923
TQ89,51.623405,0.671186
TL80,51.713219,0.676477
TL81,51.803032,0.681795
TL82,51.892842,0.687142
TL83,51.982651,0.692516
TL84,52.072458,0.697918
TL85,52.162263,0.703348
TL86,52.252066,0.708807
TL87,52.341868,0.714295
TL88,52.431668,0.719812
TL89,52.521466,0.725358
TF80,52.611262,0.730933
TF81,52.701057,0.736538
TF82,52.790850,0.742173
TF83,52.880640,0.747838
TF84,52.970430,0.753532
TQ91,50.901541,0.771885
TQ92,50.991359,0.777235
TQ93,51.081175,0.782613
TQ94,51.170989,0.788018
TQ95,51.260801,0.793451
TQ96,51.350611,0.798913
TQ97,51.440420,0.804402
TQ98,51.530227,0.809921
TQ99,51.620032,0.815467
TL90,51.709835,0.821043
TL91,51.799637,0.826648
TL92,51.889436,0.832282
TL93,51.979234,0.837945
TL94,52.069030,0.843638
TL95,52.158824,0.849361
TL96,52.248617,0.855114
TL97,52.338407,0.860897
TL98,52.428196,0.866711
TL99,52.517983,0.872556
TF90,52.607768,0.878431
TF91,52.697551,0.884338
TF92,52.787332,0.890276
TF93,52.877112,0.896246
TF94,52.966890,0.902247
TR01,50.898080,0.913911
TR02,50.987887,0.919535
TR03,51.077692,0.925187
TR04,51.167495,0.930868
TR05,51.257296,0.936579
TR06,51.347095,0.942320
TR07,51.436892,0.948090
TR09,51.616482,0.959719
TM00,51.706274,0.965580
TM01,51.796064,0.971471
TM02,51.885852,0.977392
TM03,51.975638,0.983345
TM04,52.065422,0.989329
TM05,52.155205,0.995344
TM06,52.244986,1.001391
TM07,52.334765,1.007469
TM08,52.424541,1.013580
TM09,52.514317,1.019723
TG00,52.604090,1.025898
TG01,52.693861,1.032106
TG02,52.783630,1.038347
TG03,52.873398,1.044622
TG04,52.963164,1.050930
TR12,50.984242,1.061805
TR13,51.074035,1.067732
TR14,51.163826,1.073690
TR15,51.253616,1.079678
TR16,51.343403,1.085697
TM11,51.792312,1.116263
TM12,51.882088,1.122472
TM13,51.971863,1.128714
TM14,52.061635,1.134988
TM15,52.151405,1.141295
TM16,52.241174,1.147635
TM17,52.330940,1.154009
TM18,52.420705,1.160416
TM19,52.510468,1.166857
TG10,52.600228,1.173332
TG11,52.689987,1.179842
TG12,52.779744,1.186386
TG13,52.869499,1.192965
TG14,52.959252,1.199579
TR23,51.070205,1.210247
TR24,51.159984,1.216480
TR25,51.249761,1.222745
TR26,51.339536,1.229042
TR27,51.429310,1.235373
TM21,51.788383,1.261023
TM22,51.878147,1.267519
TM23,51.967908,1.274050
TM24,52.057668,1.280614
TM25,52.147425,1.287213
TM26,52.237181,1.293846
TM27,52.326935,1.300515
